"power" "noise" "n_loess" "method"
0.364 9 28 "rdc"
0.292 10 28 "rdc"
1 1 29 "rdc"
1 2 29 "rdc"
1 3 29 "rdc"
0.928 4 29 "rdc"
0.682 5 29 "rdc"
0.394 6 29 "rdc"
0.288 7 29 "rdc"
0.204 8 29 "rdc"
0.202 9 29 "rdc"
0.144 10 29 "rdc"
1 1 30 "rdc"
1 2 30 "rdc"
0.912 3 30 "rdc"
0.524 4 30 "rdc"
0.33 5 30 "rdc"
0.204 6 30 "rdc"
0.144 7 30 "rdc"
0.098 8 30 "rdc"
0.058 9 30 "rdc"
0.044 10 30 "rdc"
1 1 31 "rdc"
1 2 31 "rdc"
0.822 3 31 "rdc"
0.342 4 31 "rdc"
0.128 5 31 "rdc"
0.13 6 31 "rdc"
0.13 7 31 "rdc"
0.092 8 31 "rdc"
0.084 9 31 "rdc"
0.058 10 31 "rdc"
1 1 32 "rdc"
1 2 32 "rdc"
1 3 32 "rdc"
0.984 4 32 "rdc"
0.8 5 32 "rdc"
0.514 6 32 "rdc"
0.338 7 32 "rdc"
0.244 8 32 "rdc"
0.202 9 32 "rdc"
0.148 10 32 "rdc"
1 1 33 "rdc"
1 2 33 "rdc"
1 3 33 "rdc"
0.958 4 33 "rdc"
0.81 5 33 "rdc"
0.462 6 33 "rdc"
0.288 7 33 "rdc"
0.222 8 33 "rdc"
0.184 9 33 "rdc"
0.102 10 33 "rdc"
1 1 34 "rdc"
1 2 34 "rdc"
1 3 34 "rdc"
1 4 34 "rdc"
1 5 34 "rdc"
1 6 34 "rdc"
0.976 7 34 "rdc"
0.884 8 34 "rdc"
0.742 9 34 "rdc"
0.694 10 34 "rdc"
1 1 35 "rdc"
1 2 35 "rdc"
0.948 3 35 "rdc"
0.684 4 35 "rdc"
0.258 5 35 "rdc"
0.254 6 35 "rdc"
0.134 7 35 "rdc"
0.12 8 35 "rdc"
0.096 9 35 "rdc"
0.098 10 35 "rdc"
1 1 36 "rdc"
0.262 2 36 "rdc"
0.082 3 36 "rdc"
0.064 4 36 "rdc"
0.062 5 36 "rdc"
0.056 6 36 "rdc"
0.048 7 36 "rdc"
0.072 8 36 "rdc"
0.046 9 36 "rdc"
0.038 10 36 "rdc"
1 1 37 "rdc"
1 2 37 "rdc"
1 3 37 "rdc"
1 4 37 "rdc"
1 5 37 "rdc"
1 6 37 "rdc"
0.996 7 37 "rdc"
0.97 8 37 "rdc"
0.938 9 37 "rdc"
0.812 10 37 "rdc"
1 1 38 "rdc"
1 2 38 "rdc"
0.964 3 38 "rdc"
0.564 4 38 "rdc"
0.36 5 38 "rdc"
0.204 6 38 "rdc"
0.204 7 38 "rdc"
0.114 8 38 "rdc"
0.112 9 38 "rdc"
0.108 10 38 "rdc"
1 1 39 "rdc"
1 2 39 "rdc"
0.998 3 39 "rdc"
0.736 4 39 "rdc"
0.402 5 39 "rdc"
0.216 6 39 "rdc"
0.2 7 39 "rdc"
0.094 8 39 "rdc"
0.09 9 39 "rdc"
0.074 10 39 "rdc"
1 1 40 "rdc"
0.998 2 40 "rdc"
0.682 3 40 "rdc"
0.254 4 40 "rdc"
0.194 5 40 "rdc"
0.102 6 40 "rdc"
0.104 7 40 "rdc"
0.102 8 40 "rdc"
0.058 9 40 "rdc"
0.074 10 40 "rdc"
1 1 41 "rdc"
1 2 41 "rdc"
1 3 41 "rdc"
1 4 41 "rdc"
0.96 5 41 "rdc"
0.814 6 41 "rdc"
0.68 7 41 "rdc"
0.514 8 41 "rdc"
0.368 9 41 "rdc"
0.206 10 41 "rdc"
1 1 42 "rdc"
1 2 42 "rdc"
1 3 42 "rdc"
0.998 4 42 "rdc"
0.926 5 42 "rdc"
0.706 6 42 "rdc"
0.446 7 42 "rdc"
0.3 8 42 "rdc"
0.232 9 42 "rdc"
0.178 10 42 "rdc"
1 1 43 "rdc"
1 2 43 "rdc"
0.97 3 43 "rdc"
0.658 4 43 "rdc"
0.3 5 43 "rdc"
0.224 6 43 "rdc"
0.146 7 43 "rdc"
0.156 8 43 "rdc"
0.128 9 43 "rdc"
0.084 10 43 "rdc"
1 1 44 "rdc"
1 2 44 "rdc"
0.99 3 44 "rdc"
0.742 4 44 "rdc"
0.44 5 44 "rdc"
0.27 6 44 "rdc"
0.168 7 44 "rdc"
0.114 8 44 "rdc"
0.11 9 44 "rdc"
0.09 10 44 "rdc"
1 1 45 "rdc"
1 2 45 "rdc"
1 3 45 "rdc"
0.996 4 45 "rdc"
0.91 5 45 "rdc"
0.724 6 45 "rdc"
0.448 7 45 "rdc"
0.366 8 45 "rdc"
0.234 9 45 "rdc"
0.236 10 45 "rdc"
1 1 46 "rdc"
1 2 46 "rdc"
1 3 46 "rdc"
1 4 46 "rdc"
0.992 5 46 "rdc"
0.916 6 46 "rdc"
0.682 7 46 "rdc"
0.642 8 46 "rdc"
0.474 9 46 "rdc"
0.314 10 46 "rdc"
1 1 47 "rdc"
1 2 47 "rdc"
1 3 47 "rdc"
1 4 47 "rdc"
0.998 5 47 "rdc"
0.956 6 47 "rdc"
0.85 7 47 "rdc"
0.67 8 47 "rdc"
0.476 9 47 "rdc"
0.37 10 47 "rdc"
1 1 48 "rdc"
1 2 48 "rdc"
0.91 3 48 "rdc"
0.502 4 48 "rdc"
0.262 5 48 "rdc"
0.122 6 48 "rdc"
0.104 7 48 "rdc"
0.136 8 48 "rdc"
0.114 9 48 "rdc"
0.088 10 48 "rdc"
1 1 49 "rdc"
1 2 49 "rdc"
1 3 49 "rdc"
1 4 49 "rdc"
0.998 5 49 "rdc"
0.992 6 49 "rdc"
0.884 7 49 "rdc"
0.782 8 49 "rdc"
0.628 9 49 "rdc"
0.54 10 49 "rdc"
1 1 50 "rdc"
0.998 2 50 "rdc"
0.62 3 50 "rdc"
0.264 4 50 "rdc"
0.13 5 50 "rdc"
0.104 6 50 "rdc"
0.058 7 50 "rdc"
0.086 8 50 "rdc"
0.048 9 50 "rdc"
0.054 10 50 "rdc"
1 1 51 "rdc"
1 2 51 "rdc"
1 3 51 "rdc"
1 4 51 "rdc"
1 5 51 "rdc"
0.998 6 51 "rdc"
0.988 7 51 "rdc"
0.944 8 51 "rdc"
0.846 9 51 "rdc"
0.7 10 51 "rdc"
1 1 52 "rdc"
1 2 52 "rdc"
1 3 52 "rdc"
0.95 4 52 "rdc"
0.66 5 52 "rdc"
0.39 6 52 "rdc"
0.316 7 52 "rdc"
0.214 8 52 "rdc"
0.178 9 52 "rdc"
0.16 10 52 "rdc"
1 1 53 "rdc"
1 2 53 "rdc"
1 3 53 "rdc"
0.882 4 53 "rdc"
0.592 5 53 "rdc"
0.412 6 53 "rdc"
0.286 7 53 "rdc"
0.186 8 53 "rdc"
0.162 9 53 "rdc"
0.102 10 53 "rdc"
1 1 54 "rdc"
1 2 54 "rdc"
1 3 54 "rdc"
0.964 4 54 "rdc"
0.79 5 54 "rdc"
0.462 6 54 "rdc"
0.326 7 54 "rdc"
0.224 8 54 "rdc"
0.15 9 54 "rdc"
0.112 10 54 "rdc"
1 1 55 "rdc"
0.986 2 55 "rdc"
0.478 3 55 "rdc"
0.186 4 55 "rdc"
0.124 5 55 "rdc"
0.124 6 55 "rdc"
0.082 7 55 "rdc"
0.08 8 55 "rdc"
0.076 9 55 "rdc"
0.072 10 55 "rdc"
1 1 56 "rdc"
1 2 56 "rdc"
1 3 56 "rdc"
0.998 4 56 "rdc"
0.966 5 56 "rdc"
0.772 6 56 "rdc"
0.558 7 56 "rdc"
0.406 8 56 "rdc"
0.28 9 56 "rdc"
0.232 10 56 "rdc"
1 1 57 "rdc"
1 2 57 "rdc"
1 3 57 "rdc"
0.994 4 57 "rdc"
0.872 5 57 "rdc"
0.674 6 57 "rdc"
0.444 7 57 "rdc"
0.308 8 57 "rdc"
0.174 9 57 "rdc"
0.172 10 57 "rdc"
1 1 58 "rdc"
1 2 58 "rdc"
1 3 58 "rdc"
0.94 4 58 "rdc"
0.642 5 58 "rdc"
0.372 6 58 "rdc"
0.298 7 58 "rdc"
0.222 8 58 "rdc"
0.168 9 58 "rdc"
0.13 10 58 "rdc"
1 1 59 "rdc"
1 2 59 "rdc"
1 3 59 "rdc"
0.994 4 59 "rdc"
0.864 5 59 "rdc"
0.576 6 59 "rdc"
0.362 7 59 "rdc"
0.276 8 59 "rdc"
0.25 9 59 "rdc"
0.144 10 59 "rdc"
1 1 60 "rdc"
1 2 60 "rdc"
0.984 3 60 "rdc"
0.632 4 60 "rdc"
0.372 5 60 "rdc"
0.302 6 60 "rdc"
0.156 7 60 "rdc"
0.112 8 60 "rdc"
0.114 9 60 "rdc"
0.074 10 60 "rdc"
1 1 61 "rdc"
1 2 61 "rdc"
1 3 61 "rdc"
1 4 61 "rdc"
1 5 61 "rdc"
0.992 6 61 "rdc"
0.926 7 61 "rdc"
0.76 8 61 "rdc"
0.55 9 61 "rdc"
0.446 10 61 "rdc"
1 1 62 "rdc"
0.962 2 62 "rdc"
0.43 3 62 "rdc"
0.234 4 62 "rdc"
0.128 5 62 "rdc"
0.102 6 62 "rdc"
0.08 7 62 "rdc"
0.066 8 62 "rdc"
0.084 9 62 "rdc"
0.08 10 62 "rdc"
1 1 63 "rdc"
1 2 63 "rdc"
1 3 63 "rdc"
0.966 4 63 "rdc"
0.72 5 63 "rdc"
0.462 6 63 "rdc"
0.346 7 63 "rdc"
0.226 8 63 "rdc"
0.17 9 63 "rdc"
0.176 10 63 "rdc"
1 1 64 "rdc"
1 2 64 "rdc"
1 3 64 "rdc"
1 4 64 "rdc"
0.974 5 64 "rdc"
0.854 6 64 "rdc"
0.596 7 64 "rdc"
0.492 8 64 "rdc"
0.378 9 64 "rdc"
0.256 10 64 "rdc"
1 1 65 "rdc"
0.996 2 65 "rdc"
0.792 3 65 "rdc"
0.334 4 65 "rdc"
0.25 5 65 "rdc"
0.16 6 65 "rdc"
0.068 7 65 "rdc"
0.114 8 65 "rdc"
0.048 9 65 "rdc"
0.092 10 65 "rdc"
1 1 66 "rdc"
1 2 66 "rdc"
0.986 3 66 "rdc"
0.7 4 66 "rdc"
0.462 5 66 "rdc"
0.206 6 66 "rdc"
0.208 7 66 "rdc"
0.14 8 66 "rdc"
0.102 9 66 "rdc"
0.076 10 66 "rdc"
1 1 67 "rdc"
1 2 67 "rdc"
0.984 3 67 "rdc"
0.622 4 67 "rdc"
0.396 5 67 "rdc"
0.244 6 67 "rdc"
0.13 7 67 "rdc"
0.132 8 67 "rdc"
0.074 9 67 "rdc"
0.096 10 67 "rdc"
1 1 68 "rdc"
1 2 68 "rdc"
1 3 68 "rdc"
1 4 68 "rdc"
1 5 68 "rdc"
0.996 6 68 "rdc"
0.966 7 68 "rdc"
0.886 8 68 "rdc"
0.788 9 68 "rdc"
0.608 10 68 "rdc"
1 1 69 "rdc"
1 2 69 "rdc"
1 3 69 "rdc"
0.866 4 69 "rdc"
0.67 5 69 "rdc"
0.43 6 69 "rdc"
0.272 7 69 "rdc"
0.214 8 69 "rdc"
0.15 9 69 "rdc"
0.128 10 69 "rdc"
1 1 70 "rdc"
1 2 70 "rdc"
1 3 70 "rdc"
1 4 70 "rdc"
0.98 5 70 "rdc"
0.89 6 70 "rdc"
0.726 7 70 "rdc"
0.468 8 70 "rdc"
0.402 9 70 "rdc"
0.258 10 70 "rdc"
1 1 71 "rdc"
1 2 71 "rdc"
1 3 71 "rdc"
0.986 4 71 "rdc"
0.818 5 71 "rdc"
0.564 6 71 "rdc"
0.36 7 71 "rdc"
0.254 8 71 "rdc"
0.218 9 71 "rdc"
0.144 10 71 "rdc"
1 1 72 "rdc"
1 2 72 "rdc"
1 3 72 "rdc"
0.984 4 72 "rdc"
0.874 5 72 "rdc"
0.63 6 72 "rdc"
0.378 7 72 "rdc"
0.26 8 72 "rdc"
0.262 9 72 "rdc"
0.164 10 72 "rdc"
1 1 73 "rdc"
1 2 73 "rdc"
1 3 73 "rdc"
1 4 73 "rdc"
1 5 73 "rdc"
0.946 6 73 "rdc"
0.816 7 73 "rdc"
0.66 8 73 "rdc"
0.5 9 73 "rdc"
0.454 10 73 "rdc"
1 1 74 "rdc"
1 2 74 "rdc"
0.822 3 74 "rdc"
0.474 4 74 "rdc"
0.26 5 74 "rdc"
0.186 6 74 "rdc"
0.146 7 74 "rdc"
0.078 8 74 "rdc"
0.076 9 74 "rdc"
0.094 10 74 "rdc"
1 1 75 "rdc"
1 2 75 "rdc"
1 3 75 "rdc"
1 4 75 "rdc"
0.98 5 75 "rdc"
0.884 6 75 "rdc"
0.698 7 75 "rdc"
0.438 8 75 "rdc"
0.348 9 75 "rdc"
0.278 10 75 "rdc"
1 1 76 "rdc"
1 2 76 "rdc"
1 3 76 "rdc"
0.998 4 76 "rdc"
0.94 5 76 "rdc"
0.69 6 76 "rdc"
0.518 7 76 "rdc"
0.316 8 76 "rdc"
0.298 9 76 "rdc"
0.212 10 76 "rdc"
1 1 77 "rdc"
0.932 2 77 "rdc"
0.686 3 77 "rdc"
0.298 4 77 "rdc"
0.188 5 77 "rdc"
0.08 6 77 "rdc"
0.094 7 77 "rdc"
0.116 8 77 "rdc"
0.082 9 77 "rdc"
0.086 10 77 "rdc"
1 1 78 "rdc"
1 2 78 "rdc"
1 3 78 "rdc"
0.798 4 78 "rdc"
0.496 5 78 "rdc"
0.308 6 78 "rdc"
0.214 7 78 "rdc"
0.158 8 78 "rdc"
0.12 9 78 "rdc"
0.102 10 78 "rdc"
1 1 79 "rdc"
1 2 79 "rdc"
1 3 79 "rdc"
0.988 4 79 "rdc"
0.874 5 79 "rdc"
0.674 6 79 "rdc"
0.424 7 79 "rdc"
0.316 8 79 "rdc"
0.196 9 79 "rdc"
0.168 10 79 "rdc"
1 1 80 "rdc"
1 2 80 "rdc"
0.788 3 80 "rdc"
0.392 4 80 "rdc"
0.188 5 80 "rdc"
0.108 6 80 "rdc"
0.114 7 80 "rdc"
0.098 8 80 "rdc"
0.082 9 80 "rdc"
0.072 10 80 "rdc"
1 1 81 "rdc"
1 2 81 "rdc"
1 3 81 "rdc"
0.988 4 81 "rdc"
0.918 5 81 "rdc"
0.688 6 81 "rdc"
0.482 7 81 "rdc"
0.392 8 81 "rdc"
0.2 9 81 "rdc"
0.174 10 81 "rdc"
1 1 82 "rdc"
0.892 2 82 "rdc"
0.312 3 82 "rdc"
0.106 4 82 "rdc"
0.094 5 82 "rdc"
0.056 6 82 "rdc"
0.094 7 82 "rdc"
0.042 8 82 "rdc"
0.038 9 82 "rdc"
0.052 10 82 "rdc"
1 1 83 "rdc"
0.952 2 83 "rdc"
0.374 3 83 "rdc"
0.142 4 83 "rdc"
0.058 5 83 "rdc"
0.106 6 83 "rdc"
0.102 7 83 "rdc"
0.092 8 83 "rdc"
0.07 9 83 "rdc"
0.068 10 83 "rdc"
1 1 84 "rdc"
1 2 84 "rdc"
0.994 3 84 "rdc"
0.802 4 84 "rdc"
0.558 5 84 "rdc"
0.26 6 84 "rdc"
0.216 7 84 "rdc"
0.142 8 84 "rdc"
0.1 9 84 "rdc"
0.122 10 84 "rdc"
1 1 85 "rdc"
1 2 85 "rdc"
0.898 3 85 "rdc"
0.466 4 85 "rdc"
0.252 5 85 "rdc"
0.156 6 85 "rdc"
0.098 7 85 "rdc"
0.12 8 85 "rdc"
0.144 9 85 "rdc"
0.078 10 85 "rdc"
1 1 86 "rdc"
1 2 86 "rdc"
1 3 86 "rdc"
0.964 4 86 "rdc"
0.698 5 86 "rdc"
0.462 6 86 "rdc"
0.336 7 86 "rdc"
0.204 8 86 "rdc"
0.162 9 86 "rdc"
0.126 10 86 "rdc"
1 1 87 "rdc"
0.94 2 87 "rdc"
0.28 3 87 "rdc"
0.148 4 87 "rdc"
0.07 5 87 "rdc"
0.05 6 87 "rdc"
0.044 7 87 "rdc"
0.076 8 87 "rdc"
0.104 9 87 "rdc"
0.058 10 87 "rdc"
1 1 88 "rdc"
1 2 88 "rdc"
1 3 88 "rdc"
0.904 4 88 "rdc"
0.636 5 88 "rdc"
0.462 6 88 "rdc"
0.312 7 88 "rdc"
0.228 8 88 "rdc"
0.174 9 88 "rdc"
0.104 10 88 "rdc"
1 1 89 "rdc"
1 2 89 "rdc"
0.808 3 89 "rdc"
0.33 4 89 "rdc"
0.186 5 89 "rdc"
0.126 6 89 "rdc"
0.12 7 89 "rdc"
0.096 8 89 "rdc"
0.058 9 89 "rdc"
0.066 10 89 "rdc"
1 1 90 "rdc"
1 2 90 "rdc"
0.998 3 90 "rdc"
0.828 4 90 "rdc"
0.514 5 90 "rdc"
0.312 6 90 "rdc"
0.174 7 90 "rdc"
0.14 8 90 "rdc"
0.104 9 90 "rdc"
0.096 10 90 "rdc"
1 1 91 "rdc"
1 2 91 "rdc"
1 3 91 "rdc"
0.996 4 91 "rdc"
0.884 5 91 "rdc"
0.66 6 91 "rdc"
0.494 7 91 "rdc"
0.448 8 91 "rdc"
0.36 9 91 "rdc"
0.182 10 91 "rdc"
1 1 92 "rdc"
0.934 2 92 "rdc"
0.674 3 92 "rdc"
0.228 4 92 "rdc"
0.15 5 92 "rdc"
0.156 6 92 "rdc"
0.078 7 92 "rdc"
0.06 8 92 "rdc"
0.046 9 92 "rdc"
0.062 10 92 "rdc"
1 1 93 "rdc"
1 2 93 "rdc"
0.75 3 93 "rdc"
0.262 4 93 "rdc"
0.146 5 93 "rdc"
0.108 6 93 "rdc"
0.088 7 93 "rdc"
0.08 8 93 "rdc"
0.078 9 93 "rdc"
0.062 10 93 "rdc"
1 1 94 "rdc"
1 2 94 "rdc"
0.936 3 94 "rdc"
0.574 4 94 "rdc"
0.29 5 94 "rdc"
0.188 6 94 "rdc"
0.122 7 94 "rdc"
0.102 8 94 "rdc"
0.122 9 94 "rdc"
0.09 10 94 "rdc"
1 1 95 "rdc"
1 2 95 "rdc"
1 3 95 "rdc"
0.964 4 95 "rdc"
0.764 5 95 "rdc"
0.522 6 95 "rdc"
0.348 7 95 "rdc"
0.212 8 95 "rdc"
0.164 9 95 "rdc"
0.146 10 95 "rdc"
1 1 96 "rdc"
1 2 96 "rdc"
0.66 3 96 "rdc"
0.316 4 96 "rdc"
0.224 5 96 "rdc"
0.12 6 96 "rdc"
0.112 7 96 "rdc"
0.046 8 96 "rdc"
0.102 9 96 "rdc"
0.064 10 96 "rdc"
1 1 97 "rdc"
1 2 97 "rdc"
1 3 97 "rdc"
1 4 97 "rdc"
0.946 5 97 "rdc"
0.742 6 97 "rdc"
0.622 7 97 "rdc"
0.328 8 97 "rdc"
0.266 9 97 "rdc"
0.214 10 97 "rdc"
1 1 98 "rdc"
1 2 98 "rdc"
0.532 3 98 "rdc"
0.162 4 98 "rdc"
0.144 5 98 "rdc"
0.07 6 98 "rdc"
0.086 7 98 "rdc"
0.064 8 98 "rdc"
0.062 9 98 "rdc"
0.08 10 98 "rdc"
1 1 99 "rdc"
1 2 99 "rdc"
1 3 99 "rdc"
0.932 4 99 "rdc"
0.632 5 99 "rdc"
0.39 6 99 "rdc"
0.312 7 99 "rdc"
0.178 8 99 "rdc"
0.12 9 99 "rdc"
0.092 10 99 "rdc"
1 1 100 "rdc"
1 2 100 "rdc"
1 3 100 "rdc"
0.93 4 100 "rdc"
0.7 5 100 "rdc"
0.526 6 100 "rdc"
0.29 7 100 "rdc"
0.19 8 100 "rdc"
0.186 9 100 "rdc"
0.11 10 100 "rdc"
1 1 1 "xi_cor"
0.574 2 1 "xi_cor"
0.156 3 1 "xi_cor"
0.058 4 1 "xi_cor"
0.038 5 1 "xi_cor"
0.042 6 1 "xi_cor"
0.064 7 1 "xi_cor"
0.064 8 1 "xi_cor"
0.054 9 1 "xi_cor"
0.05 10 1 "xi_cor"
1 1 2 "xi_cor"
0.738 2 2 "xi_cor"
0.154 3 2 "xi_cor"
0.088 4 2 "xi_cor"
0.094 5 2 "xi_cor"
0.096 6 2 "xi_cor"
0.054 7 2 "xi_cor"
0.034 8 2 "xi_cor"
0.038 9 2 "xi_cor"
0.062 10 2 "xi_cor"
1 1 3 "xi_cor"
1 2 3 "xi_cor"
1 3 3 "xi_cor"
0.994 4 3 "xi_cor"
0.908 5 3 "xi_cor"
0.68 6 3 "xi_cor"
0.426 7 3 "xi_cor"
0.342 8 3 "xi_cor"
0.26 9 3 "xi_cor"
0.214 10 3 "xi_cor"
1 1 4 "xi_cor"
1 2 4 "xi_cor"
0.876 3 4 "xi_cor"
0.426 4 4 "xi_cor"
0.244 5 4 "xi_cor"
0.128 6 4 "xi_cor"
0.12 7 4 "xi_cor"
0.052 8 4 "xi_cor"
0.094 9 4 "xi_cor"
0.08 10 4 "xi_cor"
1 1 5 "xi_cor"
1 2 5 "xi_cor"
1 3 5 "xi_cor"
0.946 4 5 "xi_cor"
0.598 5 5 "xi_cor"
0.408 6 5 "xi_cor"
0.302 7 5 "xi_cor"
0.236 8 5 "xi_cor"
0.12 9 5 "xi_cor"
0.188 10 5 "xi_cor"
1 1 6 "xi_cor"
1 2 6 "xi_cor"
1 3 6 "xi_cor"
0.868 4 6 "xi_cor"
0.564 5 6 "xi_cor"
0.264 6 6 "xi_cor"
0.152 7 6 "xi_cor"
0.168 8 6 "xi_cor"
0.064 9 6 "xi_cor"
0.172 10 6 "xi_cor"
1 1 7 "xi_cor"
1 2 7 "xi_cor"
1 3 7 "xi_cor"
0.762 4 7 "xi_cor"
0.472 5 7 "xi_cor"
0.262 6 7 "xi_cor"
0.23 7 7 "xi_cor"
0.142 8 7 "xi_cor"
0.138 9 7 "xi_cor"
0.112 10 7 "xi_cor"
1 1 8 "xi_cor"
1 2 8 "xi_cor"
0.964 3 8 "xi_cor"
0.56 4 8 "xi_cor"
0.374 5 8 "xi_cor"
0.244 6 8 "xi_cor"
0.12 7 8 "xi_cor"
0.1 8 8 "xi_cor"
0.134 9 8 "xi_cor"
0.084 10 8 "xi_cor"
1 1 9 "xi_cor"
1 2 9 "xi_cor"
1 3 9 "xi_cor"
0.992 4 9 "xi_cor"
0.844 5 9 "xi_cor"
0.62 6 9 "xi_cor"
0.358 7 9 "xi_cor"
0.296 8 9 "xi_cor"
0.216 9 9 "xi_cor"
0.166 10 9 "xi_cor"
1 1 10 "xi_cor"
1 2 10 "xi_cor"
0.94 3 10 "xi_cor"
0.562 4 10 "xi_cor"
0.222 5 10 "xi_cor"
0.146 6 10 "xi_cor"
0.132 7 10 "xi_cor"
0.098 8 10 "xi_cor"
0.096 9 10 "xi_cor"
0.106 10 10 "xi_cor"
1 1 11 "xi_cor"
0.814 2 11 "xi_cor"
0.18 3 11 "xi_cor"
0.104 4 11 "xi_cor"
0.102 5 11 "xi_cor"
0.064 6 11 "xi_cor"
0.068 7 11 "xi_cor"
0.052 8 11 "xi_cor"
0.054 9 11 "xi_cor"
0.052 10 11 "xi_cor"
1 1 12 "xi_cor"
1 2 12 "xi_cor"
0.658 3 12 "xi_cor"
0.262 4 12 "xi_cor"
0.172 5 12 "xi_cor"
0.106 6 12 "xi_cor"
0.11 7 12 "xi_cor"
0.06 8 12 "xi_cor"
0.066 9 12 "xi_cor"
0.076 10 12 "xi_cor"
1 1 13 "xi_cor"
1 2 13 "xi_cor"
1 3 13 "xi_cor"
0.988 4 13 "xi_cor"
0.852 5 13 "xi_cor"
0.638 6 13 "xi_cor"
0.352 7 13 "xi_cor"
0.318 8 13 "xi_cor"
0.208 9 13 "xi_cor"
0.19 10 13 "xi_cor"
1 1 14 "xi_cor"
1 2 14 "xi_cor"
0.926 3 14 "xi_cor"
0.454 4 14 "xi_cor"
0.222 5 14 "xi_cor"
0.158 6 14 "xi_cor"
0.106 7 14 "xi_cor"
0.108 8 14 "xi_cor"
0.096 9 14 "xi_cor"
0.072 10 14 "xi_cor"
1 1 15 "xi_cor"
1 2 15 "xi_cor"
0.6 3 15 "xi_cor"
0.228 4 15 "xi_cor"
0.148 5 15 "xi_cor"
0.12 6 15 "xi_cor"
0.062 7 15 "xi_cor"
0.074 8 15 "xi_cor"
0.066 9 15 "xi_cor"
0.046 10 15 "xi_cor"
1 1 16 "xi_cor"
1 2 16 "xi_cor"
0.914 3 16 "xi_cor"
0.478 4 16 "xi_cor"
0.21 5 16 "xi_cor"
0.192 6 16 "xi_cor"
0.11 7 16 "xi_cor"
0.09 8 16 "xi_cor"
0.082 9 16 "xi_cor"
0.106 10 16 "xi_cor"
1 1 17 "xi_cor"
1 2 17 "xi_cor"
1 3 17 "xi_cor"
0.998 4 17 "xi_cor"
0.9 5 17 "xi_cor"
0.632 6 17 "xi_cor"
0.516 7 17 "xi_cor"
0.284 8 17 "xi_cor"
0.172 9 17 "xi_cor"
0.204 10 17 "xi_cor"
1 1 18 "xi_cor"
1 2 18 "xi_cor"
1 3 18 "xi_cor"
0.874 4 18 "xi_cor"
0.578 5 18 "xi_cor"
0.356 6 18 "xi_cor"
0.264 7 18 "xi_cor"
0.146 8 18 "xi_cor"
0.116 9 18 "xi_cor"
0.108 10 18 "xi_cor"
1 1 19 "xi_cor"
1 2 19 "xi_cor"
0.992 3 19 "xi_cor"
0.752 4 19 "xi_cor"
0.468 5 19 "xi_cor"
0.228 6 19 "xi_cor"
0.186 7 19 "xi_cor"
0.132 8 19 "xi_cor"
0.142 9 19 "xi_cor"
0.084 10 19 "xi_cor"
1 1 20 "xi_cor"
1 2 20 "xi_cor"
0.892 3 20 "xi_cor"
0.514 4 20 "xi_cor"
0.248 5 20 "xi_cor"
0.158 6 20 "xi_cor"
0.132 7 20 "xi_cor"
0.112 8 20 "xi_cor"
0.082 9 20 "xi_cor"
0.054 10 20 "xi_cor"
1 1 21 "xi_cor"
1 2 21 "xi_cor"
1 3 21 "xi_cor"
0.806 4 21 "xi_cor"
0.442 5 21 "xi_cor"
0.218 6 21 "xi_cor"
0.204 7 21 "xi_cor"
0.15 8 21 "xi_cor"
0.128 9 21 "xi_cor"
0.118 10 21 "xi_cor"
1 1 22 "xi_cor"
1 2 22 "xi_cor"
0.994 3 22 "xi_cor"
0.694 4 22 "xi_cor"
0.436 5 22 "xi_cor"
0.2 6 22 "xi_cor"
0.156 7 22 "xi_cor"
0.164 8 22 "xi_cor"
0.08 9 22 "xi_cor"
0.108 10 22 "xi_cor"
1 1 23 "xi_cor"
1 2 23 "xi_cor"
0.764 3 23 "xi_cor"
0.46 4 23 "xi_cor"
0.222 5 23 "xi_cor"
0.202 6 23 "xi_cor"
0.094 7 23 "xi_cor"
0.096 8 23 "xi_cor"
0.1 9 23 "xi_cor"
0.052 10 23 "xi_cor"
1 1 24 "xi_cor"
1 2 24 "xi_cor"
0.994 3 24 "xi_cor"
0.712 4 24 "xi_cor"
0.396 5 24 "xi_cor"
0.286 6 24 "xi_cor"
0.218 7 24 "xi_cor"
0.13 8 24 "xi_cor"
0.152 9 24 "xi_cor"
0.072 10 24 "xi_cor"
1 1 25 "xi_cor"
1 2 25 "xi_cor"
0.998 3 25 "xi_cor"
0.834 4 25 "xi_cor"
0.458 5 25 "xi_cor"
0.322 6 25 "xi_cor"
0.214 7 25 "xi_cor"
0.17 8 25 "xi_cor"
0.1 9 25 "xi_cor"
0.11 10 25 "xi_cor"
1 1 26 "xi_cor"
0.948 2 26 "xi_cor"
0.364 3 26 "xi_cor"
0.194 4 26 "xi_cor"
0.118 5 26 "xi_cor"
0.122 6 26 "xi_cor"
0.058 7 26 "xi_cor"
0.078 8 26 "xi_cor"
0.056 9 26 "xi_cor"
0.064 10 26 "xi_cor"
1 1 27 "xi_cor"
1 2 27 "xi_cor"
1 3 27 "xi_cor"
0.844 4 27 "xi_cor"
0.488 5 27 "xi_cor"
0.32 6 27 "xi_cor"
0.258 7 27 "xi_cor"
0.168 8 27 "xi_cor"
0.22 9 27 "xi_cor"
0.076 10 27 "xi_cor"
1 1 28 "xi_cor"
1 2 28 "xi_cor"
1 3 28 "xi_cor"
0.934 4 28 "xi_cor"
